index,L_mean,A_mean,B_mean
180,38.274654,-8.95639,20.699806
181,50.701756,11.681945,10.613762
182,59.868725,-5.0288925,17.411526
183,41.703545,11.26748,0.15453866
184,37.579937,-0.3326546,10.810548
185,65.71126,-1.286796,0.39654016
186,50.06472,5.0094595,8.738981
187,42.545513,6.9212637,21.777313
188,56.045513,-1.5561502,0.7299075
189,55.313812,-0.18485165,-8.610241
190,62.167686,-7.008292,-1.0599802
191,74.30426,-1.3284378,-7.4323845
192,61.9114,-2.9844093,-2.710547
193,55.704647,-3.7280266,-4.6221533
194,64.35994,4.7827845,-9.085503
195,54.116657,-7.1015296,10.951987
196,37.85506,-10.635741,13.316692
197,49.68799,0.48359314,3.3140106
198,20.243103,1.3950592,5.270132
199,57.445454,-0.075183205,-8.004839
200,50.818764,-11.75836,6.4151754
201,33.55487,-1.6054592,-1.7890904
202,53.89772,-4.7534213,3.2025688
203,72.54889,-0.05585014,2.904785
204,47.333298,8.086175,9.883205
205,46.4405,-1.7558248,1.4035515
206,52.825172,-2.5886621,2.0926406
207,68.16726,0.3452396,-2.8322437
208,56.96652,6.6576715,7.738181
209,61.25313,0.5634979,20.002586
210,62.174294,5.3054457,6.3962193
211,47.251904,1.9497466,-2.4633083
212,44.987564,0.15190923,1.035147
213,65.39967,0.5969792,-20.815704
214,49.232597,3.403536,-0.09660816
215,31.062595,-0.9586582,2.5337832
216,55.078705,1.1047634,5.9059587
217,41.00418,6.621009,7.791644
218,47.59053,-13.774597,20.806053
219,62.54634,1.034207,3.174178
220,41.209923,3.2239199,-26.737625
221,67.64881,1.3668334,3.5438273
222,47.658264,1.0592667,-9.987657
223,57.98984,-1.523443,4.1197085
224,39.09277,12.907463,3.3625352
225,54.04698,-0.6317737,-1.9563425
226,60.92121,-0.050321355,-4.05678
227,59.375626,1.6032708,10.435435
228,46.128334,4.804103,22.475101
229,47.906548,2.388481,1.5215757
230,47.193436,-3.0237465,10.70779
231,72.09798,-13.690003,17.614918
232,50.73771,-23.672573,34.48195
233,40.388374,-5.6141148,6.1614957
234,30.28347,-3.9677262,2.9776692
235,53.40094,-6.2207413,15.622813
236,44.728302,3.615692,-4.0795174
237,61.37404,6.9610605,5.0862617
238,48.496037,13.241258,-2.9882412
239,50.039238,9.206336,8.667079
240,69.60303,-2.2274241,2.6085203
241,56.046585,11.6940975,24.289017
242,53.310448,-20.984241,27.780312
243,42.39624,-2.825414,10.915858
244,58.431236,0.6567471,-5.886899
245,37.413956,-15.108455,12.890469
246,54.03727,-5.1334524,-22.348495
247,40.440628,5.2743616,6.143389
248,53.8862,-1.6885226,6.9115763
249,26.688251,-6.0020275,3.5764315
250,44.750996,-2.0815372,-1.792759
251,47.855206,2.9136608,1.4391885
252,59.665806,-1.5940922,-11.225428
253,51.528526,-2.314344,10.808678
254,56.234528,1.5407215,11.115597
255,44.96088,6.696686,12.582136
256,56.8458,-5.4391947,15.692805
257,36.656036,-5.495945,8.011194
258,35.266838,2.1307576,2.1582804
259,51.114178,-5.463705,2.025891
260,56.450615,4.158366,2.6561708
261,38.128338,24.329693,16.634893
262,49.88656,-1.5876807,-13.72077
263,34.269337,5.1408787,8.452644
264,68.734436,2.2414422,-7.723777
265,60.74185,5.9473114,11.281907
266,79.70862,0.71892035,2.0226374
267,47.086052,-8.404494,12.496431
268,42.528458,-2.2283988,8.602789
269,57.285206,4.209287,6.8831606
270,55.07598,1.7202413,11.579731
271,47.69275,-4.0383162,4.631936
272,58.251495,-1.1550862,5.1276593
273,40.999443,8.362649,1.6340961
274,39.526474,-6.5972767,2.0120144
275,35.744064,-2.3068027,0.84097826
276,65.26106,-16.234013,-7.6395
277,36.79876,1.5074333,2.93616
278,58.40909,10.015269,4.452539
279,62.85376,1.5298241,34.525364
280,73.84637,-0.7008678,-0.6231044
281,64.01015,-4.870447,-13.215652
282,48.0194,0.42198724,14.807934
283,38.554863,6.1927547,8.465717
284,70.87469,0.29978377,-5.7634807
285,41.023857,7.2769723,-4.935908
286,48.24423,-5.8564625,39.285538
287,52.565422,-1.0372643,14.717156
288,69.62854,-7.138898,10.899702
289,57.35853,5.841341,13.505259
290,75.42928,-0.9702738,2.9390993
291,42.316986,-3.3354669,-4.454922
292,37.5582,4.5243177,14.42023
293,52.88694,6.4137936,-5.274962
294,58.76075,-8.988295,23.219269
295,49.66692,12.184696,7.2912807
296,62.941036,4.2203374,14.782091
297,45.65016,10.98941,3.2037292
298,34.815994,4.849986,3.9678047
299,48.196655,-0.07207093,20.845268
300,49.343475,-9.195177,20.70997
301,46.555336,2.7242637,15.99834
302,44.445915,4.4019394,11.237875
303,57.992744,-3.856688,-8.29293
304,47.98071,-3.5048692,5.067367
305,49.038757,-2.8741624,14.606698
306,44.537796,-0.87422186,-0.39818287
307,48.758484,3.2397337,30.39929
308,49.44759,10.848432,-24.43018
309,53.279984,11.057081,-16.20523
310,70.33583,2.5433311,1.4108285
311,44.576973,1.7246618,-4.214183
312,42.87014,-1.1320388,0.5139489
313,41.94058,2.2838793,5.8883257
314,41.37181,7.3864594,25.871815
315,73.517426,5.646598,5.2872515
316,51.240314,-1.1560575,-8.71321
317,79.21186,0.14508957,-6.038296
318,54.384144,9.610064,10.705872
319,56.93442,0.8544626,11.682505
320,40.85427,-12.097128,10.460187
321,16.054459,2.2884262,-0.2671238
322,34.707054,0.4139469,-0.8269752
323,75.77787,0.02294302,-0.9262718
324,37.265366,-10.214869,6.168265
325,34.02428,1.8323512,-15.889466
326,58.66256,1.759109,1.76408
327,45.43206,-0.50090814,13.731493
328,48.546005,-3.5068393,-6.4065404
329,61.18406,-1.6651943,-1.4497433
330,47.80415,6.763209,12.592447
331,48.40097,-0.5096022,2.2689075
332,51.525887,-4.4417048,11.593712
333,46.37246,-0.20877065,1.3646424
334,29.57695,11.539833,8.676447
335,65.29103,2.5097702,6.2993135
336,41.970436,-1.0166299,3.1109164
337,49.94139,4.2910585,14.820316
338,39.754402,4.2492385,4.404607
339,48.657425,-4.81264,6.5766783
340,53.553047,-1.8747693,0.43149185
341,65.54265,-1.4633986,-6.339072
342,40.19303,10.86059,12.554565
343,34.5533,-7.6499977,8.7095785
344,69.43941,-2.8121207,-18.857986
345,52.19536,-5.3893423,18.616127
346,56.73522,-5.702822,39.174896
347,39.07055,11.680052,8.6361685
348,59.57438,-2.8845036,-11.579764
349,61.384293,-7.696935,2.918468
350,57.69854,-7.8795624,21.007418
351,34.147133,13.424771,20.560791
352,61.448067,-2.8827627,-0.5630069
353,73.36462,0.9564246,7.4765463
354,37.99205,4.9819584,9.374119
355,59.881096,13.303687,6.1629615
356,51.454166,6.056739,7.8278885
357,40.224045,12.709745,11.335554
358,29.160046,-1.5969412,12.742098
359,32.169228,2.2269008,8.637756
360,67.46023,13.254844,9.456512
361,41.16959,7.4593134,2.9251435
362,51.32405,-5.675268,6.724139
363,53.916927,-8.717575,30.727066
364,56.98275,19.92059,13.097707
365,46.687096,0.13896012,-19.601307
366,44.238228,-4.4882817,-8.3139715
367,53.526333,10.139466,6.494102
368,43.010857,-3.8752265,13.503173
369,54.669632,-4.4468727,-0.03200385
370,68.74693,0.16414788,3.7654824
371,85.76285,-2.0739312,3.4327884
372,48.43835,-2.9132876,20.675554
373,55.79781,0.32595325,-1.1671414
374,39.963196,13.669748,10.97091
375,52.24223,-0.84239066,-11.903878
376,67.55589,-4.446479,-0.17626765
377,67.811356,4.6116595,19.247093
378,40.23697,0.044176728,12.913479
379,57.22176,-3.7510138,-11.878725
380,49.6021,-0.6673907,10.142561
381,48.297253,-3.631196,30.971075
382,49.07137,-2.4281633,14.874506
383,60.21866,-0.4311249,13.572037
384,49.033497,4.477872,12.01659
385,55.437584,1.1276667,4.9577255
386,46.457863,5.3520527,18.832207
387,47.751984,-9.586798,24.91204
388,59.02432,4.4940724,7.965789
389,50.072495,-17.65151,35.445038
390,35.474373,7.7719827,2.0448327
391,40.726685,2.0724483,3.4272628
392,54.23582,-2.1567302,-0.89890665
393,56.533356,-0.93940794,-2.4891107
394,45.27501,1.1561829,7.9987745
395,54.47191,-4.345077,3.564178
396,32.32006,-3.4913588,2.8069916
397,62.24224,-8.894663,-27.275906
398,56.6063,-3.133809,17.49773
399,39.633045,7.3182154,4.3644114
400,27.503326,-2.883391,8.56468
401,64.949844,-0.0016801422,0.0031889793
402,67.52046,-0.43814218,16.053684
403,63.097935,16.157265,29.728886
404,60.560257,-0.3283456,-9.062826
405,33.982937,6.4158382,-8.569651
406,61.985558,0.81083035,-2.450629
407,53.79397,-4.0432014,-2.3364182
408,49.8955,1.2066265,-0.14654487
409,55.131977,7.094594,22.876766
410,51.344902,-1.69023,-3.8669024
411,41.557133,0.22803596,3.6825566
412,66.54502,9.349232,0.052836776
413,33.296814,0.7609173,8.0639715
414,48.524246,-3.2219849,-11.768906
415,85.606705,0.6957221,-3.485414
416,55.748207,-1.0911745,-4.651198
417,50.32907,5.311568,-22.0799
418,65.2479,2.799316,-7.265663
419,39.1955,5.13788,0.26675606
420,45.25875,-6.4467783,7.205086
421,39.084923,-10.632581,32.70272
422,47.082703,3.488162,5.888927
423,26.1454,-0.19889134,0.014975429
424,45.72802,2.275957,5.1380076
425,51.22251,-3.1587677,-2.4174354
426,46.62806,9.549406,16.837753
427,37.82552,22.959568,11.037138
428,35.825256,4.518941,-0.9392712
429,46.592934,-12.710035,1.6773723
430,70.90031,5.0826063,1.6085548
431,35.050636,0.8418351,5.081529
432,38.04748,6.0210876,0.17055894
433,42.817654,-4.9503355,8.520753
434,47.183136,8.375414,11.489691
435,50.492977,-5.385783,22.693937
436,74.58574,-0.0019123836,0.0036303098
437,54.75143,-9.3067875,37.04295
438,59.591778,11.535322,12.77784
439,57.714783,0.108602434,-1.6754485
440,36.78444,6.0700493,16.705622
441,69.9248,4.975785,3.0742304
442,64.96129,-9.0971985,1.5219601
443,63.775543,5.4416704,8.754364
444,57.274178,0.32310426,5.671686
445,42.140945,6.1399612,5.3154945
446,31.65155,4.502357,5.1462803
447,40.344955,-8.007447,5.1026278
448,62.428146,-1.3515364,-4.873078
449,40.874146,-0.4614179,16.086512
450,36.32749,3.4346411,2.1729164
451,43.455063,-2.8561609,15.788786
452,47.649017,-3.642126,13.7887745
453,56.469986,-2.1983156,-0.3612213
454,47.452934,2.9074385,3.91319
455,74.01766,2.1085825,-7.252878
456,57.696224,-6.519267,-13.200403
457,48.748363,21.671717,-25.498253
458,56.824017,4.9078593,14.854077
459,62.292603,-3.3398314,-24.031153
460,55.261143,-4.802908,5.1761966
461,66.86569,4.115177,-12.210304
462,30.00692,17.923887,6.495666
463,57.15204,-16.438805,27.143356
464,29.506481,0.8708356,11.109352
465,45.999027,3.5080266,5.71053
466,46.57089,-4.4926786,6.675903
467,45.60575,1.2170398,-1.1008221
468,55.341316,0.4583875,-26.74627
469,53.213326,-12.197103,25.11463
470,45.791943,9.857508,25.209621
471,47.563477,2.3004022,13.497091
472,52.70234,-1.3335092,2.4900627
473,51.823605,-23.90886,36.21358
474,12.91338,2.9180598,-2.9310875
475,46.245445,1.8506197,-7.4786034
476,33.42437,5.3240557,2.957673
477,56.116127,-8.529814,16.795948
478,53.293392,-12.884495,13.26241
479,73.68381,1.3026443,-0.18295059
480,50.361675,3.1757069,-10.26933
481,59.76056,3.0400457,4.256139
482,51.021404,-2.2263863,11.708628
483,59.62641,-18.320618,33.469612
484,65.39314,-4.4336753,22.045895
485,36.73316,-0.652526,-13.753772
486,43.903637,-6.9172354,-3.601736
487,47.83927,-1.9718018,5.5871105
488,70.28912,-5.683548,16.809284
489,27.575165,-4.330364,23.820255
490,57.228794,0.07914287,2.9552274
491,52.06721,-0.0014314573,0.0027187634
492,51.781467,-2.280919,3.3486667
493,50.89647,6.8594017,6.5511
494,52.921635,-0.4756013,2.5254009
495,51.314865,0.18076868,-6.7259274
496,44.189278,4.205084,4.446513
497,69.16573,2.599141,-1.8818187
498,63.10194,10.6543665,18.24155
499,44.308807,-1.1644982,-15.119088
500,43.24073,-1.6071101,12.680618
501,56.81388,-2.2147052,5.3201494
502,29.731083,-2.7852392,8.755016
503,63.562973,-0.025312185,-11.881738
504,77.881226,2.8145194,-1.6669431
505,45.149975,-0.40600908,-6.846978
506,32.142204,-0.9093547,-0.016312063
507,44.213425,6.622417,-1.3322184
508,51.560837,16.346922,4.3536496
509,28.79567,7.6057925,-8.647444
510,31.605293,3.3175297,6.3676996
511,56.664955,-2.817647,0.674524
512,54.663242,3.495375,4.319897
513,41.16964,2.9642735,12.024664
514,50.19806,0.6509447,14.542824
515,31.130707,2.6394672,8.030388
516,59.115887,-1.8232889,4.7687006
517,30.992958,-0.853196,0.38199952
518,48.036842,3.127949,-3.277037
519,53.056664,16.345434,-23.497353
520,52.875187,-2.3352723,13.454308
521,52.325306,-0.5524452,4.9406962
522,51.5446,0.10307598,12.210752
523,40.86876,0.35853016,-2.6876087
524,67.72264,3.8077214,-13.206512
525,38.322422,2.2419276,20.29786
526,43.351677,-7.3243294,11.289858
527,58.689434,-2.933107,0.9186084
528,44.163204,-13.847977,22.717583
529,35.745003,0.7093309,12.198245
530,40.826813,5.032121,21.185625
531,47.1922,-9.954975,26.275513
532,47.42009,3.3259816,3.010048
533,58.33069,-6.0030394,20.031038
534,59.767937,11.096867,16.087616
535,61.657135,-0.41527626,-2.5779488
536,46.136993,1.8990365,-4.31938
537,45.5086,4.3481526,17.060223
538,76.985275,0.16877066,2.188766
539,78.48128,-4.1416607,-11.098553
540,62.08517,-10.034796,20.61812
541,73.36105,1.0905508,-0.5673518
542,25.427694,-0.70286024,3.6161165
543,58.586357,11.879963,34.59828
544,38.804134,-5.7441945,6.4789677
545,45.439255,-4.022896,30.066261
546,49.91961,1.238333,-3.4193726
547,64.15894,-0.9678347,-1.3005699
548,49.52986,0.7003377,-8.945427
549,57.897686,-0.8413331,-13.231013
550,49.36011,11.25642,16.54329
551,42.324226,-0.509783,14.461789
552,41.54989,3.732233,3.0926986
553,57.995228,-2.4604783,-0.7002352
554,54.559982,-1.6973373,-14.14815
555,54.820137,4.006585,-6.26225
556,67.77877,-16.53484,22.252106
557,64.30826,-1.3966203,-4.5024347
558,52.381332,-4.4466534,16.982658
559,44.862762,-1.4859607,-1.6520939
560,53.535603,4.0992827,20.596378
561,46.296093,-15.060981,9.766328
562,57.440353,-3.0866919,2.6527188
563,33.337852,2.3861983,1.9034499
564,44.02807,1.341885,-7.8462133
565,47.405704,0.18081528,11.903284
566,60.535934,3.306703,-19.782846
567,70.143005,-5.505184,-9.939421
568,52.279156,8.667151,5.7454906
569,69.78793,-2.3147235,9.949148
570,61.885956,3.8653479,13.4766245
571,59.07998,1.7114636,17.682552
572,48.53306,-13.918106,41.544006
573,45.368553,1.3629525,13.127906
574,60.799015,-6.4443707,-20.199814
575,53.294388,0.027766466,20.687313
576,45.194454,-0.28871608,-1.4321103
577,65.07838,3.7175684,7.752953
578,44.49857,-0.4920311,5.636312
579,65.54764,-0.33225083,3.1504247
580,33.45918,2.2095532,-3.0484393
581,36.75733,-10.919523,5.468649
582,34.924103,6.8715324,5.47102
583,41.164722,1.0825598,2.9166758
584,50.530445,2.1162348,-1.3491573
585,50.193684,0.46039885,-20.075012
586,29.606287,4.5245066,0.9855911
587,37.75091,5.6703844,21.733347
588,19.938334,2.4381075,13.257431
589,37.07052,1.6294549,3.604515
590,54.73815,-3.3521671,3.1845317
591,67.15306,0.63020015,6.9166994
592,52.918755,-4.2285366,-0.77217877
593,41.20999,4.140113,4.7748365
594,61.680573,6.027807,-3.9518838
595,40.760567,1.2794225,10.779791
596,69.99689,-3.7704153,-12.580969
597,71.85166,-4.2556047,5.9881988
598,68.22833,0.6659179,-3.5205257
599,38.03894,-4.4009094,12.563726
600,60.144535,-5.230977,-3.8488817
601,51.249672,3.2961826,3.3632803
602,52.639404,16.402937,27.903948
603,55.396145,6.157441,-6.292952
604,72.30263,-15.4279995,-6.354023
605,78.25244,-0.0019906075,0.0037842721
606,46.197487,-0.34834826,0.6937238
607,40.09949,2.2858443,6.3599186
608,45.152,-4.1440163,-8.212724
609,56.264412,-2.0879555,-18.694027
610,60.588066,12.047045,-22.457258
611,43.756203,-7.6165786,3.0817647
612,42.07744,-1.020634,-4.9377007
613,43.431328,5.996549,7.8997808
614,51.080574,4.7100344,6.0303173
615,42.771694,-0.66142064,9.871026
616,45.151634,9.277036,20.368631
617,49.88512,8.356273,7.901164
618,61.500008,0.45116824,-3.025252
619,37.92797,-6.3062196,14.20738
620,41.742477,-6.8877187,-3.186719
621,41.11933,-14.518017,22.341358
622,50.8144,-6.0837708,33.733177
623,45.735806,3.9282167,23.920464
624,52.798286,2.7330964,10.433289
625,49.86081,15.856655,21.853378
626,28.65165,-0.20272747,7.1994867
627,55.240425,3.1289337,-13.985925
628,78.31642,-0.3995522,6.9357967
629,54.941643,8.803981,19.79864
630,20.856962,1.0371015,-3.904515
631,47.788586,-4.2211585,-10.113096
632,62.225586,-8.025961,2.8719242
633,26.79443,2.8988914,2.799625
634,50.390236,6.701655,8.9199505
635,20.284815,1.2767755,0.4563719
636,57.662056,10.033025,15.133524
637,60.228287,-3.1060157,-6.7246537
638,33.155643,9.532066,-7.0768538
639,66.481346,-0.8153957,3.9701347
640,45.245087,-1.5951182,1.3200135
641,49.158997,7.224855,21.011908
642,55.485962,3.1085176,24.27946
643,48.80708,4.9688315,-6.7433076
644,61.355507,0.4751476,6.783376
645,46.616776,-6.1284103,9.985951
646,52.040016,4.291902,5.032046
647,38.39604,3.5189013,3.3595881
648,46.569813,-2.572079,-7.437107
649,52.49623,-20.488394,41.142227
650,80.86224,3.2665858,-12.516901
651,53.33085,-0.0065825284,17.731358
652,30.933668,-5.922558,9.378307
653,57.868202,4.4424486,9.08928
654,55.329445,-1.1324978,22.006187
655,77.79762,0.9227274,3.4312272
656,43.938354,5.0255394,-24.342098
657,50.999397,-1.1747335,-4.768593
658,52.164566,1.2043657,-4.312025
659,64.862404,5.6072416,9.631902
660,65.35774,11.818249,19.140608
661,26.980976,-5.486558,7.6146874
662,54.642406,-1.6514426,0.7577493
663,62.36108,-0.6211358,-23.104412
664,31.116938,6.7534266,6.594289
665,34.510468,4.6212373,7.199308
666,59.648354,1.6578971,1.8957969
667,52.212963,-0.5834825,0.5202306
668,39.488262,12.546365,5.5600147
669,57.2231,-15.557533,26.901566
670,36.4893,0.04230188,-10.579134
671,50.94433,5.2830772,-13.002623
672,55.560608,2.4421635,-2.906441
673,46.086845,-10.873608,9.841063
674,50.05475,-8.58268,26.105076
675,51.85981,2.7083244,16.954355
676,69.059906,-0.023713142,-1.7366285
677,45.829933,0.7553872,24.560934
678,40.84517,5.4924555,6.376351
679,46.72136,-2.4196725,-2.3139195
680,41.738026,15.021587,11.521515
681,39.566692,7.591963,12.004237
682,26.46706,3.280279,13.914534
683,49.19867,-6.789473,6.9539957
684,37.98354,-0.013474703,12.782066
685,52.61558,3.550128,11.103189
686,34.927593,-2.789033,20.675827
687,71.7978,-7.426607,-11.539721
688,52.401413,-3.649468,8.843565
689,40.81571,-7.60644,-6.9528503
690,35.81671,3.3209538,-3.2722125
691,67.610275,8.286283,11.588804
692,50.627613,9.276928,33.528767
693,29.430126,3.6127214,10.793015
694,68.22416,-4.002674,-10.460109
695,68.60444,-2.4362075,-0.6815779
696,52.66828,-10.034566,16.422474
697,62.46367,-0.9089354,-2.4452589
698,72.709915,-3.0619268,-3.3350165
699,40.676815,-0.8935385,11.7233925
700,60.861176,-0.5705153,-4.3966885
701,38.22992,2.1088157,14.86768
702,47.59355,1.0957208,26.469143
703,52.263725,-2.325158,8.161832
704,55.0189,0.83779144,-2.0711713
705,55.650238,-1.8493938,17.77697
706,57.65757,6.857905,-8.623319
707,70.47254,2.693746,-5.303566
708,55.24713,-3.23674,3.5525885
709,55.81173,-3.4600925,-15.556694
710,36.600704,-4.4877133,2.1821923
711,57.69751,4.3272686,2.0123248
712,49.629585,-7.010295,26.03795
713,60.510674,-1.6622181,1.3653659
714,42.038643,-5.1769195,6.0609717
715,65.192825,-0.46523634,3.9130726
716,49.75674,-3.3160138,6.2502384
717,43.279846,2.2510328,8.255024
718,59.305912,2.68198,8.4988985
719,44.48916,-0.7483182,-0.37406778
720,56.726254,-21.362335,33.510868
721,52.72617,-2.8538969,8.857658
722,51.864082,0.7400161,0.8707379
723,48.23579,-0.42413524,-2.9791346
724,43.36428,1.3974386,10.177013
725,53.61116,-0.0014701363,0.0027913076
726,50.781895,7.343425,6.546851
727,55.88286,0.47930956,12.572623
728,43.86867,-1.8881199,0.36392355
729,50.29667,1.3310237,13.262115
730,46.13723,7.5060124,4.8438816
731,67.89673,-0.0017654675,0.003355436
732,58.44416,0.9076766,-3.9243526
733,46.82034,-8.07966,-19.750118
734,51.62142,0.7968329,6.624466
735,83.38031,-0.22944136,1.4057184
736,57.723644,7.2062864,6.301902
737,33.72,3.9380872,3.4322317
738,53.91783,-12.505152,16.97555
739,49.13452,7.8280425,0.21722831
740,59.45524,16.92698,26.55151
